Brand,State,County,Low,High,
11:11 Systems,AZ,Maricopa,"3,447","5,515",
11:11 Systems,MA,Middlesex,"1,438","2,300",
11:11 Systems,CO,Adams,"1,242","1,987",
15894 Valley Boulevard Investors LLC,CA,Los Angeles,33,53,
162 Jefferson,CA,San Mateo,60,97,
"16633 Ventura, LP",CA,Los Angeles,56,89,
"17836 Walnut 23, LLC",CA,Los Angeles,61,97,
23 & Me,CA,Santa Clara,59,94,
365 Data Centers,NJ,Bergen,"5,750","9,200",
365 Data Centers,CO,Adams,"3,068","4,908",
365 Data Centers,CA,Sacramento,623,996,
365 Data Centers,NJ,Somerset,625,"1,000",
365 Data Centers,CA,Los Angeles,75,119,
611 Wilshire Properties,CA,Los Angeles,27,43,
700 Wilshire Properties,CA,Los Angeles,52,83,
Accenture,MA,Essex,"2,000","3,200",
Acorn Technology,CA,Riverside,"1,610","2,576",
Adobe,OR,Washington,"4,418","7,068",
ADP,GA,Fulton,"2,500","4,000",
ADP,IL,Cook,688,"1,100",
ADP,CA,Los Angeles,404,647,
ADP,CA,Orange,333,533,
ADP,NH,Rockingham,250,400,
Alchemy Communications,CA,Orange,664,"1,062",
"Alexandria Real Estate Equities, Inc",CA,San Mateo,278,444,
Aligned Data Centers,AZ,Maricopa,"137,074","219,319",
Aligned Data Centers,UT,Salt Lake,"69,563","111,301",
Aligned Data Centers,VA,Loudoun,"69,000","110,400",1 of 2 facilities
Aligned Data Centers,VA,Loudoun,"69,000","110,400",1 of 2 facilities
Aligned Data Centers,AZ,Maricopa,"45,685","73,095",
Aligned Data Centers,AZ,Maricopa,"36,987","59,178",
Aligned Data Centers,IL,Cook,"37,000","59,200",
Aligned Data Centers,VA,Loudoun,"36,500","58,400",
Aligned Data Centers,GA,Douglas,"36,250","58,000",
Aligned Data Centers,OR,Washington,"31,750","50,800",
Aligned Data Centers,TX,Collin,"19,517","31,226",
Aligned Data Centers,AZ,Maricopa,"14,647","23,435",
Aligned Data Centers,UT,Salt Lake,"6,000","9,600",
ALLDATA Sollutions,CA,Sacramento,142,227,
AllState,IL,Ogle,"1,875","3,000",
ALOM,CA,Alameda,27,43,
Alpha Technologies,WV,Kanawha,550,880,
Altice USA,CA,Riverside,28,45,
Amazon,MS,Madison,"238,495","381,592",
Amazon,IN,St. Joseph,"160,875","257,400",
Amazon,VA,Loudoun,"101,350","162,160",1 of 6 facilities
Amazon,VA,Loudoun,"101,350","162,160",1 of 6 facilities
Amazon,VA,Loudoun,"101,350","162,160",1 of 6 facilities
Amazon,VA,Loudoun,"101,350","162,160",1 of 6 facilities
Amazon,VA,Loudoun,"101,350","162,160",1 of 6 facilities
Amazon,VA,Loudoun,"101,350","162,160",1 of 6 facilities
Amazon,VA,Loudoun,"74,313","118,900",1 of 7 facilities
Amazon,VA,Loudoun,"74,313","118,900",1 of 7 facilities
Amazon,VA,Loudoun,"74,313","118,900",1 of 7 facilities
Amazon,VA,Loudoun,"74,313","118,900",1 of 7 facilities
Amazon,VA,Loudoun,"74,313","118,900",1 of 7 facilities
Amazon,VA,Loudoun,"74,313","118,900",1 of 7 facilities
Amazon,VA,Loudoun,"74,313","118,900",1 of 7 facilities
Amazon,OH,Franklin,"72,175","115,480",
Amazon,VA,Loudoun,"71,800","114,880",1 of 6 facilities
Amazon,VA,Loudoun,"71,800","114,880",1 of 6 facilities
Amazon,VA,Loudoun,"71,800","114,880",1 of 6 facilities
Amazon,VA,Loudoun,"71,800","114,880",1 of 6 facilities
Amazon,VA,Loudoun,"71,800","114,880",1 of 6 facilities
Amazon,VA,Loudoun,"71,800","114,880",1 of 6 facilities
Amazon,VA,Prince William,"68,263","109,220",1 of 4 facilities
Amazon,VA,Prince William,"68,263","109,220",1 of 4 facilities
Amazon,VA,Prince William,"68,263","109,220",1 of 4 facilities
Amazon,VA,Prince William,"68,263","109,220",1 of 4 facilities
Amazon,VA,Loudoun,"66,888","107,020",1 of 6 facilities
Amazon,VA,Loudoun,"66,888","107,020",1 of 6 facilities
Amazon,VA,Loudoun,"66,888","107,020",1 of 6 facilities
Amazon,VA,Loudoun,"66,888","107,020",1 of 6 facilities
Amazon,VA,Loudoun,"66,888","107,020",1 of 6 facilities
Amazon,VA,Loudoun,"66,888","107,020",1 of 6 facilities
Amazon,OR,Umatilla,"66,756","106,810",
Amazon,OR,Morrow,"66,769","106,830",
Amazon,OR,Morrow,"66,650","106,640",
Amazon,VA,Prince William,"66,600","106,560",1 of 4 facilities
Amazon,VA,Prince William,"66,600","106,560",1 of 4 facilities
Amazon,VA,Prince William,"66,600","106,560",1 of 4 facilities
Amazon,VA,Prince William,"66,600","106,560",1 of 4 facilities
Amazon,OR,Umatilla,"66,456","106,330",
Amazon,OR,Morrow,"66,269","106,030",
Amazon,OR,Umatilla,"66,381","106,210",
Amazon,OR,Morrow,"65,456","104,730",
Amazon,OR,Morrow,"65,456","104,730",
Amazon,OR,Umatilla,"65,456","104,730",
Amazon,VA,Loudoun,"65,250","104,400",1 of 6 facilities
Amazon,VA,Loudoun,"65,250","104,400",1 of 6 facilities
Amazon,VA,Loudoun,"65,250","104,400",1 of 6 facilities
Amazon,VA,Loudoun,"65,250","104,400",1 of 6 facilities
Amazon,VA,Loudoun,"65,250","104,400",1 of 6 facilities
Amazon,VA,Loudoun,"65,250","104,400",1 of 6 facilities
Amazon,OR,Umatilla,"64,769","103,630",
Amazon,VA,Fairfax,"64,650","103,440",1 of 5 facilities
Amazon,VA,Fairfax,"64,650","103,440",1 of 5 facilities
Amazon,VA,Fairfax,"64,650","103,440",1 of 5 facilities
Amazon,VA,Fairfax,"64,650","103,440",1 of 5 facilities
Amazon,VA,Fairfax,"64,650","103,440",1 of 5 facilities
Amazon,VA,Loudoun,"61,328","98,125",1 of 5 facilities
Amazon,VA,Loudoun,"61,328","98,125",1 of 5 facilities
Amazon,VA,Loudoun,"61,328","98,125",1 of 5 facilities
Amazon,VA,Loudoun,"61,328","98,125",1 of 5 facilities
Amazon,VA,Loudoun,"61,328","98,125",1 of 5 facilities
Amazon,VA,Loudoun,"59,475","95,160",1 of 7 facilities
Amazon,VA,Loudoun,"59,475","95,160",1 of 7 facilities
Amazon,VA,Loudoun,"59,475","95,160",1 of 7 facilities
Amazon,VA,Loudoun,"59,475","95,160",1 of 7 facilities
Amazon,VA,Loudoun,"59,475","95,160",1 of 7 facilities
Amazon,VA,Loudoun,"59,475","95,160",1 of 7 facilities
Amazon,VA,Loudoun,"59,475","95,160",1 of 7 facilities
Amazon,VA,Loudoun,"59,525","95,240",
Amazon,VA,Loudoun,"59,250","94,800",1 of 4 facilities
Amazon,VA,Loudoun,"59,250","94,800",1 of 4 facilities
Amazon,VA,Loudoun,"59,250","94,800",1 of 4 facilities
Amazon,VA,Loudoun,"59,250","94,800",1 of 4 facilities
Amazon,VA,Prince William,"59,075","94,520",1 of 4 facilities
Amazon,VA,Prince William,"59,075","94,520",1 of 4 facilities
Amazon,VA,Prince William,"59,075","94,520",1 of 4 facilities
Amazon,VA,Prince William,"59,075","94,520",1 of 4 facilities
Amazon,OH,Franklin,"58,313","93,300",
Amazon,OH,Licking,"58,313","93,300",
Amazon,OH,Franklin,"58,313","93,300",
Amazon,VA,Loudoun,"57,565","92,103",1 of 3 facilities
Amazon,VA,Loudoun,"57,565","92,103",1 of 3 facilities
Amazon,VA,Loudoun,"57,565","92,103",1 of 3 facilities
Amazon,OH,Licking,"57,325","91,720",
Amazon,OR,Morrow,"56,181","89,890",
Amazon,VA,Prince William,"55,500","88,800",1 of 4 facilities
Amazon,VA,Prince William,"55,500","88,800",1 of 4 facilities
Amazon,VA,Prince William,"55,500","88,800",1 of 4 facilities
Amazon,VA,Prince William,"55,500","88,800",1 of 4 facilities
Amazon,VA,Prince William,"53,750","86,000",1 of 5 facilities
Amazon,VA,Prince William,"53,750","86,000",1 of 5 facilities
Amazon,VA,Prince William,"53,750","86,000",1 of 5 facilities
Amazon,VA,Prince William,"53,750","86,000",1 of 5 facilities
Amazon,VA,Prince William,"53,750","86,000",1 of 5 facilities
Amazon,OR,Morrow,"52,956","84,730",
Amazon,VA,Prince William,"52,963","84,740",1 of 4 facilities
Amazon,VA,Prince William,"52,963","84,740",1 of 4 facilities
Amazon,VA,Prince William,"52,963","84,740",1 of 4 facilities
Amazon,VA,Prince William,"52,963","84,740",1 of 4 facilities
Amazon,VA,Prince William,"51,700","82,720",1 of 5 facilities
Amazon,VA,Prince William,"51,700","82,720",1 of 5 facilities
Amazon,VA,Prince William,"51,700","82,720",1 of 5 facilities
Amazon,VA,Prince William,"51,700","82,720",1 of 5 facilities
Amazon,VA,Prince William,"51,700","82,720",1 of 5 facilities
Amazon,PA,Luzerne,"48,000","76,800",
Amazon,VA,Loudoun,"44,000","70,400",1 of 4 facilities
Amazon,VA,Loudoun,"44,000","70,400",1 of 4 facilities
Amazon,VA,Loudoun,"44,000","70,400",1 of 4 facilities
Amazon,VA,Loudoun,"44,000","70,400",1 of 4 facilities
Amazon,VA,Fairfax,"40,575","64,920",1 of 4 facilities
Amazon,VA,Fairfax,"40,575","64,920",1 of 4 facilities
Amazon,VA,Fairfax,"40,575","64,920",1 of 4 facilities
Amazon,VA,Fairfax,"40,575","64,920",1 of 4 facilities
Amazon,VA,Loudoun,"39,750","63,600",1 of 3 facilities
Amazon,VA,Loudoun,"39,750","63,600",1 of 3 facilities
Amazon,VA,Loudoun,"39,750","63,600",1 of 3 facilities
Amazon,VA,Loudoun,"36,500","58,400",1 of 3 facilities
Amazon,VA,Loudoun,"36,500","58,400",1 of 3 facilities
Amazon,VA,Loudoun,"36,500","58,400",1 of 3 facilities
Amazon,VA,Loudoun,"35,750","57,200",1 of 3 facilities
Amazon,VA,Loudoun,"35,750","57,200",1 of 3 facilities
Amazon,VA,Loudoun,"35,750","57,200",1 of 3 facilities
Amazon,VA,Loudoun,"33,800","54,080",1 of 3 facilities
Amazon,VA,Loudoun,"33,800","54,080",1 of 3 facilities
Amazon,VA,Loudoun,"33,800","54,080",1 of 3 facilities
Amazon,VA,Prince William,"33,125","53,000",1 of 3 facilities
Amazon,VA,Prince William,"33,125","53,000",1 of 3 facilities
Amazon,VA,Prince William,"33,125","53,000",1 of 3 facilities
Amazon,VA,Prince William,"30,375","48,600",1 of 2 facilities
Amazon,VA,Prince William,"30,375","48,600",1 of 2 facilities
Amazon,VA,Loudoun,"28,500","45,600",1 of 2 facilities
Amazon,VA,Loudoun,"28,500","45,600",1 of 2 facilities
Amazon,VA,Loudoun,"28,500","45,600",1 of 2 facilities
Amazon,VA,Loudoun,"28,500","45,600",1 of 2 facilities
Amazon,VA,Prince William,"26,300","42,080",1 of 2 facilities
Amazon,VA,Prince William,"26,300","42,080",1 of 2 facilities
Amazon,OR,Morrow,"25,331","40,530",
Amazon,VA,Loudoun,"24,500","39,200",1 of 2 facilities
Amazon,VA,Loudoun,"24,500","39,200",1 of 2 facilities
Amazon,VA,Loudoun,"23,800","38,080",1 of 2 facilities
Amazon,VA,Loudoun,"23,800","38,080",1 of 2 facilities
Amazon,VA,Loudoun,"22,500","36,000",
Amazon,VA,Culpeper,"21,650","34,640",
Amazon,VA,Loudoun,"20,994","33,590",1 of 2 facilities
Amazon,VA,Loudoun,"20,994","33,590",1 of 2 facilities
Amazon,VA,Prince William,"18,800","30,080",1 of 3 facilities
Amazon,VA,Prince William,"18,800","30,080",1 of 3 facilities
Amazon,VA,Prince William,"18,800","30,080",1 of 3 facilities
Amazon,VA,Loudoun,"18,600","29,760",
Amazon,VA,Fairfax,"18,525","29,640",
Amazon,VA,Loudoun,"14,900","23,840",
Amazon,CA,Santa Clara,"13,687","21,899",
Amazon,CA,Alameda,"13,590","21,743",
Amazon,OH,Union,"12,563","20,100",
Amazon,CO,Arapahoe,"11,614","18,582",
Amazon,VA,Culpeper,"11,625","18,600",
Amazon,IN,Porter,"10,869","17,390",
Amazon,VA,Fairfax,"9,500","15,200",
Amazon,MD,Howard,"8,900","14,240",
Amazon,MD,Howard,"8,900","14,240",
Amazon,MD,Anne Arundel,"8,900","14,240",
Amazon,TX,Bexar,"8,900","14,240",
Amazon,TX,Bexar,"8,900","14,240",
Amazon,TX,Bexar,"8,900","14,240",
Amazon,VA,Fauquier,"8,875","14,200",
Amazon,VA,Fairfax,"6,275","10,040",
Amazon,CA,Santa Clara,"4,742","7,588",
Amazon,TX,Dallas,"4,563","7,300",
Amazon,VA,Fairfax,"4,213","6,740",
Amazon,CA,San Bernardino,"2,699","4,319",
Amazon,GA,Forsyth,"1,400","2,240",
Amazon,CA,Alameda,578,924,
Amazon,CA,Orange,93,149,
Amazon,CA,Orange,62,99,
Amazon,CA,Orange,23,36,
Amazon,CA,Los Angeles,57,91,
American Express,AZ,Maricopa,"3,625","5,800",
American Honda Motor Company,CO,Boulder,545,872,
American Medical Response,CA,San Joaquin,50,80,
Apple,IA,Dallas,not disclosed,not disclosed,
Apple,NC,Catawba,"55,875","89,400",
Apple,AZ,Maricopa,"46,553","74,485",
Apple,OR,Crook,"21,750","34,800",
Apple,CA,Los Angeles,65,103,
Apple,CA,Los Angeles,59,94,
Ark Data Centers,AZ,Pima,500,800,
Ark Data Centers,OH,Stark,375,600,
Armstrong Energy Corporation,KS,Edwards,758,"1,213",
Ascent,GA,Fulton,"4,375","7,000",
Ascent,IL,Cook,"3,188","5,100",
AT&T,GA,Fulton,"4,000","6,400",
AT&T,GA,Fulton,"3,256","5,210",
AT&T,GA,Fulton,"2,438","3,900",
AT&T,CA,San Mateo,"1,913","3,062",
AT&T,CA,San Francisco,"1,594","2,550",
AT&T,GA,Fulton,901,"1,442",
AT&T,GA,Fulton,438,700,
AT&T,GA,Fulton,25,40,
Avnet,CA,Santa Clara,226,362,
Bacall Group,MI,Oakland,750,"1,200",
Barclays Capital,NJ,Middlesex,"4,050","6,480",
BlackRock,WA,Douglas,"1,875","3,000",
Bloomberg,NY,Rockland,not disclosed,not disclosed,
Bloomberg,NJ,Middlesex,"3,875","6,200",
Bloomberg,NJ,Passaic,"3,750","6,000",
Blue Cross Blue Shield,IL,Lake,"2,000","3,200",
Blue Cross Blue Shield,UT,Salt Lake,750,"1,200",
Bonafide Medical Group,CA,Ventura,29,47,
Bracket Global LLC,CA,San Francisco,305,488,
Cabela's Wholesale,NE,Sarpy,823,"1,316",
California Legislative Counsel,CA,Sacramento,282,450,
Capital One,VA,Henrico,"3,561","5,698",1 of 3 facilities
Capital One,VA,Henrico,"3,561","5,698",1 of 3 facilities
Capital One,VA,Henrico,"3,561","5,698",1 of 3 facilities
Cardinal Energy,VA,Frederick,"3,728","5,964",
Care Mark,AZ,Maricopa,"2,179","3,486",
Carinet Inc,CA,San Diego,414,662,
Carter Funds,AZ,Pima,"4,814","7,703",
Cast & Crew,IA,Dallas,"1,125","1,800",
Catholic Health Initiative,CO,Denver,500,800,
CBRE,AZ,Maricopa,"3,030","4,848",
CBRE,CA,Orange,33,52,
CBS,CA,San Francisco,141,225,
Centersquare,NJ,Secaucus,not disclosed,not disclosed,
Centersquare,VA,Loudoun,"11,000","17,600",1 of 3 facilities
Centersquare,VA,Loudoun,"11,000","17,600",1 of 3 facilities
Centersquare,VA,Loudoun,"11,000","17,600",1 of 3 facilities
Centersquare,NJ,Hudson,"10,524","16,838",
Centersquare,IL,DuPage,"8,250","13,200",
Centersquare,IL,Cook,"7,305","11,688",
Centersquare,CA,Orange,"6,942","11,107",
Centersquare,CA,Santa Clara,"6,169","9,870",
Centersquare,VA,Loudoun,"6,000","9,600",
Centersquare,MA,Middlesex,"5,442","8,708",
Centersquare,CO,Douglas,"5,380","8,608",
Centersquare,VA,Loudoun,"5,250","8,400",
Centersquare,IL,DuPage,"5,102","8,163",
Centersquare,CA,Orange,"4,312","6,899",
Centersquare,CA,Santa Clara,"4,388","7,020",
Centersquare,NJ,Middlesex,"4,375","7,000",
Centersquare,CA,Santa Clara,"4,031","6,450",
Centersquare,CA,Santa Clara,"3,720","5,951",
Centersquare,GA,Douglas,"3,688","5,900",
Centersquare,AZ,Maricopa,"3,205","5,128",
Centersquare,FL,HIllsborough,"2,625","4,200",
Centersquare,AZ,Maricopa,"2,186","3,497",
Centersquare,CO,Douglas,"2,069","3,311",
Centersquare,CO,Arapahoe,"2,083","3,332",
Centersquare,CA,Santa Clara,"1,793","2,869",
Centersquare,OH,Delaware,"1,875","3,000",
Centersquare,VA,Loudoun,"1,500","2,400",
Centersquare,NJ,Hudson,"1,288","2,060",
Centersquare,CA,Santa Clara,987,"1,578",
Centersquare,CA,Santa Clara,"1,072","1,716",
Centersquare,MA,Middlesex,"1,000","1,600",
Centersquare,CA,Los Angeles,536,858,
Cerulean Global,CA,Santa Clara,"1,035","1,655",
Charles Schwab,AZ,Maricopa,"2,500","4,000",
Chirisa Technology Parks,VA,Chesterfield,"9,750","15,600",
Christiana Care Health Services,DE,New Castle,375,600,
Cisco,CA,San Jose,"2,757","4,411",
Cisco,CA,Santa Clara,"2,429","3,887",
Cisco,VA,Fairfax,437,698,
Citigroup,TX,Denton,"5,000","8,000",
Citrix Systems International,CA,Santa Barbara,141,225,
City National Bank,CA,Los Angeles,531,850,
CLOP Olathe KS LLC,KS,Johnson,"4,625","7,400",
CloudHQ,VA,Loudoun,"142,524","228,038",1 of 3 facilities
CloudHQ,VA,Loudoun,"142,524","228,038",1 of 3 facilities
CloudHQ,VA,Loudoun,"142,524","228,038",1 of 3 facilities
CloudHQ,VA,Loudoun,"78,500","125,600",
CloudHQ,VA,Prince William,"74,500","119,200",1 of 3 facilities
CloudHQ,VA,Prince William,"74,500","119,200",1 of 3 facilities
CloudHQ,VA,Prince William,"74,500","119,200",1 of 3 facilities
CloudHQ,VA,Prince William,"42,000","67,200",
CloudHQ,IL,Cook,"12,809","20,494",
CloudHQ,VA,Prince William,"11,500","18,400",
Cogent,GA,Fulton,"2,484","3,974",
Cogent,MO,Jackson,"2,000","3,200",
Cogent,MD,Howard,"1,688","2,700",
Cogent,CA,Orange,"1,242","1,986",
Cogent,CA,Los Angeles,"1,038","1,661",
Cogent,DC,District of Columbia,759,"1,214",
Cogent,CA,Los Angeles,545,872,
Cogent,CA,San Bernardino,414,662,
Cogent,CA,Los Angeles,375,600,
Cogent,CA,San Diego,212,338,
Cogent,MA,Hampden,188,300,
Cogent,CA,Los Angeles,70,112,
Cogent,CA,Orange,17,28,
Cologix,VA,Loudoun,"38,250","61,200",
Cologix,OH,Franklin,"12,375","19,800",
Cologix,OH,Franklin,"6,750","10,800",
Cologix,CA,Santa Clara,"3,732","5,971",
Cologix,NJ,Morris,450,720,
Cologix,NJ,Morris,375,600,
Cologix,NJ,Morris,75,120,
Coloswitch,CA,Los Angeles,141,226,
Comarch,AZ,Maricopa,682,"1,091",
Comcast,VA,Prince William,"13,047","20,874",
Compass Datacenters,AZ,Maricopa,not disclosed,not disclosed,
Compass Datacenters,TX,Ellis,"212,800","340,480",
Compass Datacenters,AZ,Maricopa,"154,500","247,200",
Compass Datacenters,VA,Loudoun,"40,000","64,000",1 of 4 facilities
Compass Datacenters,VA,Loudoun,"40,000","64,000",1 of 4 facilities
Compass Datacenters,VA,Loudoun,"40,000","64,000",1 of 4 facilities
Compass Datacenters,VA,Loudoun,"40,000","64,000",1 of 4 facilities
"Computer Services, Inc.",CA,Yolo,38,60,
Computershare,CO,Arapahoe,"1,118","1,789",
Congruity 360,MA,Bristol,"1,000","1,600",
Conscious Capital,CA,Sacramento,"1,540","2,464",
Consolidated Communications,NH,Hillsborough,"1,227","1,962",
Consolidated Communications,NH,Belknap,300,480,
Continent 8,NJ,Atlantic,500,800,
Contractor's Register Inc.,NY,Westchester,543,869,
Cooper Standard,IN,DeKalb,283,453,
COPT Defense Properties,VA,Fairfax,"3,250","5,200",
COPT Defense Properties,VA,Chesterfield,"1,875","3,000",
COPT Defense Properties,VA,Russell,"1,125","1,800",
Cordiant Digital Infrastructure Limited,NY,New York,"4,360","6,977",
CoreSite,VA,Fairfax,"355,559","568,894",
CoreSite,VA,Fairfax,"23,495","37,592",
CoreSite,CA,Los Angeles,"12,478","19,965",
CoreSite,CO,Denver,"11,375","18,200",
CoreSite,CA,Santa Clara,"8,822","14,115",
CoreSite,NJ,Hudson,"5,625","9,000",
CoreSite,MA,Middlesex,"5,227","8,362",
CoreSite,FL,Miami-Dade,"3,500","5,600",
CoreSite,CA,Santa Clara,"3,267","5,228",
CoreSite,CA,Santa Clara,"2,721","4,354",
CoreSite,NY,New York,"2,294","3,670",
CoreSite,CA,Santa Clara,"2,190","3,504",
CoreSite,IL,Cook,"2,000","3,200",
CoreSite,FL,Orange,"2,100","3,360",
CoreSite,CA,Santa Clara,"1,338","2,140",
CoreSite,CO,Denver,684,"1,094",
CoreSite,DC,District of Columbia,684,"1,094",
CoreWeave,TX,Collin,"6,875","11,000",
Corscale Data Centers,VA,Prince William,"178,325","285,320",1 of 6 facilities
Corscale Data Centers,VA,Prince William,"178,325","285,320",1 of 6 facilities
Corscale Data Centers,VA,Prince William,"178,325","285,320",1 of 6 facilities
Corscale Data Centers,VA,Prince William,"178,325","285,320",1 of 6 facilities
Corscale Data Centers,VA,Prince William,"178,325","285,320",1 of 6 facilities
Corscale Data Centers,VA,Prince William,"178,325","285,320",1 of 6 facilities
Cottage Health,CA,Santa Barbara,750,"1,200",
Cox Communications,AZ,Maricopa,"1,003","1,605",
Cox Communications,AZ,Maricopa,503,805,
Crown Castle Fiber,CA,Los Angeles,141,225,
Crusoe Energy,ND,Williams,"23,303","37,285",
Crusoe Energy,UT,Duchesne,"5,956","9,529",
Crusoe Energy,MT,Richland,"4,597","7,355",
Crusoe Energy,MT,Richland,"4,597","7,355",
Crusoe Energy,MT,Richland,"4,202","6,724",
Crusoe Energy,MT,Richland,"2,418","3,869",
Crusoe Energy,MT,Richland,"2,418","3,869",
Crusoe Energy,MT,Richland,"1,864","2,983",
Crusoe Energy,CO,Jackson,"1,600","2,559",
CSG International,NE,Douglas,343,548,
CSL Limited,PA,Montgomery,698,"1,116",
CT Corporation System,CA,Los Angeles,"4,621","7,394",
CyrusOne,VA,Loudoun,"57,250","91,600",
CyrusOne,VA,Loudoun,"53,938","86,300",
CyrusOne,AZ,Maricopa,"53,343","85,349",
CyrusOne,IL,DuPage,"52,813","84,500",
CyrusOne,TX,Harris,"39,824","63,718",
CyrusOne,TX,Harris,"38,033","60,852",1 of 2 facilities
CyrusOne,TX,Harris,"38,033","60,852",1 of 2 facilities
CyrusOne,TX,Denton,"25,665","41,064",
CyrusOne,WA,Grant,"22,875","36,600",
CyrusOne,VA,Loudoun,"21,563","34,500",
CyrusOne,TX,Bexar,"20,660","33,055",
CyrusOne,OH,Warren,"18,182","29,091",
CyrusOne,CA,Santa Clara,"17,502","28,004",
CyrusOne,TX,Bexar,"16,500","26,400",
CyrusOne,TX,Bexar,"13,489","21,582",
CyrusOne,NJ,Somerset,"13,438","21,500",
CyrusOne,TX,Collin,"12,286","19,657",
CyrusOne,VA,Loudoun,"12,281","19,650",
CyrusOne,TX,Travis,"11,057","17,691",
CyrusOne,IA,Pottawattamie,"10,621","16,993",
CyrusOne,TX,Denton,"10,615","16,983",
CyrusOne,TX,Dallas,"10,617","16,986",
CyrusOne,KY,Boone,"9,165","14,664",
CyrusOne,TX,Travis,"8,558","13,692",
CyrusOne,VA,Loudoun,"6,500","10,400",
CyrusOne,VA,Loudoun,"6,500","10,400",
CyrusOne,TX,Bexar,"4,575","7,320",
CyrusOne,OH,Butler,"2,700","4,320",
CyrusOne,NJ,Passaic,"2,500","4,000",
CyrusOne,OH,Warren,"1,100","1,760",
CyrusOne,NJ,Passaic,200,320,
DakotaCom.Net,AZ,Pima,109,174,
Data Canopy,DE,New Castle,766,"1,226",
Data Canopy,DE,New Castle,625,"1,000",
Data Point,MD,Baltimore City,900,"1,440",
Data Recognition Corporation,MN,Hennepin,250,400,
Data Recognition Corporation,MN,Hennepin,150,240,
DataBank,UT,Salt Lake,"27,347","43,754",1 of 5 facilities
DataBank,UT,Salt Lake,"27,347","43,754",1 of 5 facilities
DataBank,UT,Salt Lake,"27,347","43,754",1 of 5 facilities
DataBank,UT,Salt Lake,"27,347","43,754",1 of 5 facilities
DataBank,UT,Salt Lake,"27,347","43,754",1 of 5 facilities
DataBank,VA,Loudoun,"19,500","31,200",1 of 2 facilities
DataBank,VA,Loudoun,"19,500","31,200",1 of 2 facilities
DataBank,GA,Fulton,"18,500","29,600",
DataBank,NY,Rockland,"13,813","22,100",
DataBank,IL,DuPage,"6,690","10,704",
DataBank,TX,Harris,"6,238","9,980",
DataBank,MN,Hennepin,"4,063","6,500",
DataBank,CA,Orange,"3,823","6,117",
DataBank,IN,Marion,"3,285","5,256",
DataBank,GA,Fulton,"3,125","5,000",
DataBank,GA,Fulton,"3,000","4,800",
DataBank,CA,Orange,"2,663","4,260",
DataBank,PA,Allegheny,"2,375","3,800",
DataBank,CA,San Diego,"2,414","3,862",
DataBank,CO,Arapahoe,"2,190","3,504",
DataBank,NJ,Middlesex,"2,033","3,252",
DataBank,VA,Fairfax,"1,688","2,700",
DataBank,CA,Santa Clara,"1,633","2,612",
DataBank,KS,Johnson,"1,500","2,400",
DataBank,KS,Johnson,"1,243","1,989",
DataBank,NJ,Essex,994,"1,590",
DataBank,IL,Cook,"1,000","1,600",
DataBank,AZ,Maricopa,668,"1,068",
DataBank,CO,Jefferson,503,805,
DataBank,MD,Baltimore City,500,800,
DataBank,KS,Johnson,252,403,
DataBank,OH,Cuyahoga,188,300,
DataBank,CO,Denver,115,184,
"Databank, CoreSite",CA,Los Angeles,967,"1,547",
Datacate,CA,Sacramento,109,174,
David Grant Medical Center,CA,Solano,"1,667","2,667",
DBT Data,VA,Rockingham,"7,500","12,000",
Deere & Company,IL,Rock Island,"1,838","2,940",
Denver Federal Center,CO,Denver,"1,000","1,600",
DEX,CA,Ventura,59,95,
Digital Capital Partners,IL,Cook,"1,125","1,800",
Digital Crossroad,IN,Lake,"9,076","14,522",
Digital Realty,MA,Middlesex,not disclosed,not disclosed,
Digital Realty,VA,Loudoun,"178,963","286,340",1 of 6 facilities
Digital Realty,VA,Loudoun,"178,963","286,340",1 of 6 facilities
Digital Realty,VA,Loudoun,"178,963","286,340",1 of 6 facilities
Digital Realty,VA,Loudoun,"178,963","286,340",1 of 6 facilities
Digital Realty,VA,Loudoun,"178,963","286,340",1 of 6 facilities
Digital Realty,VA,Loudoun,"178,963","286,340",1 of 6 facilities
Digital Realty,VA,Prince William,"107,738","172,380",1 of 3 facilities
Digital Realty,VA,Prince William,"107,738","172,380",1 of 3 facilities
Digital Realty,VA,Prince William,"107,738","172,380",1 of 3 facilities
Digital Realty,VA,Loudoun,"100,620","160,992",1 of 8 facilities
Digital Realty,VA,Loudoun,"100,620","160,992",1 of 8 facilities
Digital Realty,VA,Loudoun,"100,620","160,992",1 of 8 facilities
Digital Realty,VA,Loudoun,"100,620","160,992",1 of 8 facilities
Digital Realty,VA,Loudoun,"100,620","160,992",1 of 8 facilities
Digital Realty,VA,Loudoun,"100,620","160,992",1 of 8 facilities
Digital Realty,VA,Loudoun,"100,620","160,992",1 of 8 facilities
Digital Realty,VA,Loudoun,"100,620","160,992",1 of 8 facilities
Digital Realty,VA,Loudoun,"93,313","149,300",1 of 2 facilities
Digital Realty,VA,Loudoun,"93,313","149,300",1 of 2 facilities
Digital Realty,VA,Loudoun,"69,794","111,670",1 of 2 facilities
Digital Realty,VA,Loudoun,"69,794","111,670",1 of 2 facilities
Digital Realty,OR,Washington,"56,999","91,198",
Digital Realty,OR,Washington,"56,625","90,600",
Digital Realty,IL,Cook,"37,188","59,500",
Digital Realty,IL,Cook,"37,188","59,500",
Digital Realty,CA,Santa Clara,"27,086","43,338",
Digital Realty,IL,Cook,"21,825","34,920",
