Brand,State,County,Low,High,
TierPoint,PA,Philadelphia,868,"1,388",
TierPoint,MD,Anne Arundel,625,"1,000",
TierPoint,MD,Baltimore City,500,800,
TierPoint,PA,Northampton,439,702,
Tonaquint Data Centers,OK,Oklahoma,"1,710","2,736",
Tonaquint Data Centers,UT,Washington,"1,000","1,600",
Toyama Group,CA,Santa Clara,"1,579","2,527",
TPx,CA,Orange,"1,067","1,707",
Travelers Indemnity Company,GA,Gwinnett,"1,875","3,000",
Travelers Indemnity Company,NE,Douglas,501,802,
Tri Counties Bank,CA,Butte,96,154,
Tri Counties Bank,CA,Butte,25,40,
Unisys,VA,Fairfax,313,500,
United Airlines,IL,Cook,"1,250","2,000",
United Health Group,MN,Sherburne,not disclosed,not disclosed,
United Parcel Service,GA,Fulton,"2,400","3,840",
United Shore Financial Services,MI,Oakland,"1,883","3,013",
University of California,CA,Santa Barbara,144,230,
University of Maryland Medical System,MD,Howard,557,891,
University of Minnesota - Minnesota Supercomputing Institute,MN,Hennepin,not disclosed,not disclosed,
unWired Broadband,CA,San Joaquin,94,150,
US Customs and Border Protection,VA,Fairfax,"1,900","3,040",
US Department of Defense,CA,Monterey,"3,388","5,420",
US Earth Resources Observation and Science Center,SD,Minnehaha,912,"1,460",
US Federal Bureau of Investigation,VA,Fairfax,750,"1,200",
US Federal Home Loan Mortgage Corporation,VA,Fairfax,"3,101","4,961",
US Federal Home Loan Mortgage Corporation,VA,Fairfax,"2,000","3,200",
US Federal National Mortgage Association,MD,Frederick,"3,765","6,024",
US Federal National Mortgage Association,VA,Fairfax,519,830,
US General Services Administration,CO,Jefferson,"2,237","3,579",
US National Aeronautics and Space Administration,MS,Hancock,"5,438","8,700",
US National Counterterrorism Center,VA,Fairfax,500,800,
US National Oceanic and Atmospheric Association,VA,Accomack,"1,000","1,600",
US National Reconnaissance Office,VA,Fairfax,"10,139","16,222",
US National Security Agency,UT,Utah,"45,050","72,080",
US Navy,CA,Monterey,525,840,
US Navy,CA,Monterey,9,14,
US Postal Service,CA,San Mateo,"2,603","4,164",
US Signal,CO,Arapahoe,"1,119","1,790",
Vantage Data Centers,AZ,Maricopa,"91,200","145,919",
Vantage Data Centers,VA,Loudoun,"83,438","133,500",
Vantage Data Centers,VA,Loudoun,"68,063","108,900",
Vantage Data Centers,WA,Grant,"41,125","65,800",
Vantage Data Centers,CA,Santa Clara,"33,210","53,136",
Vantage Data Centers,TX,Bexar,"24,830","39,727",
Vantage Data Centers,CA,Santa Clara,"23,701","37,921",
Vantage Data Centers,TX,Bexar,"16,553","26,485",
Vantage Data Centers,VA,Loudoun,"15,125","24,200",
Vantage Data Centers,VA,Loudoun,"12,793","20,468",
Verint,CA,Santa Clara,141,225,
VeriSign,VA,Loudoun,"2,000","3,200",
Verizon,CO,El Paso,"7,500","12,000",
Verizon,VA,Prince William,"6,000","9,600",
Verizon,FL,Hillsborough,"5,059","8,094",
Verizon,CA,San Bernardino,"3,828","6,124",
Verizon,VA,Loudoun,"3,500","5,600",
Verizon,FL,Miami-Dade,"2,000","3,200",
Verizon,NJ,Essex,"1,888","3,020",
Verizon,CA,Alameda,953,"1,525",
Verizon,VA,Fairfax,875,"1,400",
Verizon,CA,Alameda,820,"1,311",
Verizon,CA,San Bernardino,548,876,
Verizon,CA,Los Angeles,410,656,
Verizon,MD,Prince George's,500,800,
Verizon,MA,Middlesex,375,600,
Verizon,CA,Los Angeles,269,430,
Verizon,DC,District of Columbia,275,440,
Verizon,MD,Baltimore City,188,300,
Verizon,MO,St. Louis,250,400,
Verizon,NJ,Middlesex,188,300,
Verizon,NJ,Hudson,188,300,
Verizon,NE,Douglas,88,140,
Verizon,NM,Bernalillo,100,159,
Verizon,CA,Del Norte,15,24,
Visa,VA,Loudoun,"11,525","18,440",
Visa,CO,Douglas,509,814,
Walmart,CO,El Paso,"8,130","13,007",
Walmart,AR,Benton,"6,442","10,307",
Walmart,MO,McDonald,"2,900","4,640",
Williams Communications,CA,Orange,129,207,
Williams Sonoma,CA,Placer,356,569,
Workday,CA,Alameda,60,96,
Woverine Trading,IL,DuPage,548,876,
WW Grainger,IL,Lake,"1,875","3,000",
X Energy Corporation,TX,Ward,"14,720","23,552",
Yahoo,NY,Niagara,"15,059","24,095",
Yahoo,WA,Grant,"13,875","22,200",
Yardi Systems,CA,Santa Barbara,140,223,
Yondr,VA,Loudoun,"45,000","72,000",
